Date,Year,Month,Day,Repeat,ID,Transaction_ID_sub,Transaction_ID,Category,Quant,Price
2019/6/26,2019,6,26,4,1900061,1900061_4,1900061_4_2,d,1,2750
2019/5/21,2019,5,21,5,1900061,1900061_5,1900061_5_1,a,1,1000
2019/5/21,2019,5,21,5,1900061,1900061_5,1900061_5_2,d,3,2500
2019/3/12,2019,3,12,1,1900062,1900062_1,1900062_1_1,c,1,1500
2019/7/1,2019,7,1,1,1900063,1900063_1,1900063_1_1,d,1,2750
2019/7/1,2019,7,1,1,1900063,1900063_1,1900063_1_2,c,1,1800
2019/7/15,2019,7,15,2,1900063,1900063_2,1900063_2_1,b,1,750
2019/7/15,2019,7,15,2,1900063,1900063_2,1900063_2_2,a,2,1200
2019/3/14,2019,3,14,3,1900063,1900063_3,1900063_3_1,c,1,1500
2019/4/5,2019,4,5,1,1900064,1900064_1,1900064_1_1,a,1,1000
2019/4/5,2019,4,5,1,1900064,1900064_1,1900064_1_2,c,1,1500
2019/5/17,2019,5,17,2,1900064,1900064_2,1900064_2_1,a,3,1200
2019/3/23,2019,3,23,1,1900065,1900065_1,1900065_1_1,a,1,1200
2019/5/30,2019,5,30,2,1900065,1900065_2,1900065_2_1,b,3,750
2019/5/30,2019,5,30,2,1900065,1900065_2,1900065_2_2,a,1,1200
2019/10/7,2019,10,7,1,1900066,1900066_1,1900066_1_1,b,1,800
2019/9/5,2019,9,5,1,1900067,1900067_1,1900067_1_1,a,1,1600
2019/9/5,2019,9,5,1,1900067,1900067_1,1900067_1_2,c,1,1750
2019/9/7,2019,9,7,2,1900067,1900067_2,1900067_2_1,a,1,1600
2019/3/28,2019,3,28,3,1900067,1900067_3,1900067_3_1,c,1,1500
2019/7/28,2019,7,28,4,1900067,1900067_4,1900067_4_1,b,1,750
2019/7/28,2019,7,28,4,1900067,1900067_4,1900067_4_2,d,2,2000
2019/2/4,2019,2,4,5,1900067,1900067_5,1900067_5_1,c,1,1500
2019/8/1,2019,8,1,1,1900068,1900068_1,1900068_1_1,d,2,2000
2019/3/6,2019,3,6,1,1900069,1900069_1,1900069_1_1,c,1,1800
2019/3/6,2019,3,6,1,1900069,1900069_1,1900069_1_2,a,1,1600
2019/5/28,2019,5,28,1,1900070,1900070_1,1900070_1_1,a,3,1000
2019/5/28,2019,5,28,1,1900070,1900070_1,1900070_1_2,d,1,2500
2019/1/7,2019,1,7,2,1900070,1900070_2,1900070_2_1,a,1,1000
2019/1/7,2019,1,7,2,1900070,1900070_2,1900070_2_2,c,2,1500
2019/9/13,2019,9,13,3,1900070,1900070_3,1900070_3_1,b,2,800
2019/9/13,2019,9,13,3,1900070,1900070_3,1900070_3_2,a,1,1000
2019/1/14,2019,1,14,4,1900070,1900070_4,1900070_4_1,a,2,1200
2019/6/26,2019,6,26,1,1900071,1900071_1,1900071_1_1,a,2,1600
2019/2/13,2019,2,13,2,1900071,1900071_2,1900071_2_1,a,1,1000
2019/2/13,2019,2,13,2,1900071,1900071_2,1900071_2_2,c,1,1750
2019/6/27,2019,6,27,3,1900071,1900071_3,1900071_3_1,b,1,750
2019/12/23,2019,12,23,4,1900071,1900071_4,1900071_4_1,c,2,1500
2019/6/30,2019,6,30,1,1900072,1900072_1,1900072_1_1,b,1,800
2019/6/30,2019,6,30,1,1900072,1900072_1,1900072_1_2,a,3,1000
2019/9/28,2019,9,28,2,1900072,1900072_2,1900072_2_1,c,2,1750
2019/10/10,2019,10,10,3,1900072,1900072_3,1900072_3_1,d,1,2000
2019/3/12,2019,3,12,4,1900072,1900072_4,1900072_4_1,b,2,750
2019/1/18,2019,1,18,5,1900072,1900072_5,1900072_5_1,a,1,1000
2019/11/13,2019,11,13,6,1900072,1900072_6,1900072_6_1,b,2,750
2019/7/22,2019,7,22,7,1900072,1900072_7,1900072_7_1,c,1,1500
2019/7/22,2019,7,22,7,1900072,1900072_7,1900072_7_2,d,3,2500
2019/2/18,2019,2,18,1,1900073,1900073_1,1900073_1_1,c,1,1900
2019/1/27,2019,1,27,2,1900073,1900073_2,1900073_2_1,b,2,750
2019/1/27,2019,1,27,2,1900073,1900073_2,1900073_2_2,d,1,2500
2019/1/7,2019,1,7,1,1900074,1900074_1,1900074_1_1,a,1,1200
2019/3/20,2019,3,20,1,1900075,1900075_1,1900075_1_1,a,1,1200
2019/3/20,2019,3,20,1,1900075,1900075_1,1900075_1_2,c,1,1500
2019/2/27,2019,2,27,1,1900076,1900076_1,1900076_1_1,d,2,2000
2019/2/27,2019,2,27,1,1900076,1900076_1,1900076_1_2,b,2,600
2019/2/15,2019,2,15,1,1900077,1900077_1,1900077_1_1,d,1,2000
2019/2/23,2019,2,23,1,1900078,1900078_1,1900078_1_1,a,1,1400
2019/2/28,2019,2,28,1,1900079,1900079_1,1900079_1_1,d,1,2750
2019/5/29,2019,5,29,2,1900079,1900079_2,1900079_2_1,b,2,600
2019/5/29,2019,5,29,2,1900079,1900079_2,1900079_2_2,d,1,2000
2019/2/5,2019,2,5,1,1900080,1900080_1,1900080_1_1,a,3,1200
2019/2/5,2019,2,5,1,1900080,1900080_1,1900080_1_2,d,1,2750
2019/2/22,2019,2,22,1,1900081,1900081_1,1900081_1_1,d,2,2000
2019/2/22,2019,2,22,1,1900081,1900081_1,1900081_1_2,c,2,1900
2019/9/27,2019,9,27,1,1900082,1900082_1,1900082_1_1,a,2,1000
2019/9/27,2019,9,27,1,1900082,1900082_1,1900082_1_2,d,3,2000
2019/5/8,2019,5,8,1,1900083,1900083_1,1900083_1_1,b,2,750
2019/1/16,2019,1,16,1,1900084,1900084_1,1900084_1_1,a,1,1200
2019/9/12,2019,9,12,1,1900085,1900085_1,1900085_1_1,a,2,1200
2019/9/12,2019,9,12,1,1900085,1900085_1,1900085_1_2,d,2,2750
2019/7/28,2019,7,28,1,1900086,1900086_1,1900086_1_1,a,2,1200
2019/7/28,2019,7,28,1,1900086,1900086_1,1900086_1_2,d,2,2750
2019/6/27,2019,6,27,1,1900087,1900087_1,1900087_1_1,b,1,600
2019/11/9,2019,11,9,1,1900088,1900088_1,1900088_1_1,d,2,2500
2019/11/9,2019,11,9,1,1900088,1900088_1,1900088_1_2,a,1,1200
2019/10/28,2019,10,28,2,1900088,1900088_2,1900088_2_1,b,1,900
2019/1/4,2019,1,4,3,1900088,1900088_3,1900088_3_1,b,1,600
2019/1/4,2019,1,4,3,1900088,1900088_3,1900088_3_2,a,1,1600
2019/4/13,2019,4,13,4,1900088,1900088_4,1900088_4_1,a,3,1000
2019/7/16,2019,7,16,5,1900088,1900088_5,1900088_5_1,c,1,1500
2019/7/16,2019,7,16,5,1900088,1900088_5,1900088_5_2,b,2,800
2019/10/20,2019,10,20,1,1900089,1900089_1,1900089_1_1,b,2,600
2019/10/20,2019,10,20,1,1900089,1900089_1,1900089_1_2,a,1,1200
2019/2/12,2019,2,12,1,1900090,1900090_1,1900090_1_1,c,2,1800
2019/2/12,2019,2,12,1,1900090,1900090_1,1900090_1_2,a,2,1000
2019/1/2,2019,1,2,1,1900091,1900091_1,1900091_1_1,b,2,600
2019/1/2,2019,1,2,1,1900091,1900091_1,1900091_1_2,c,3,1750
2019/6/21,2019,6,21,2,1900091,1900091_2,1900091_2_1,b,2,900
2019/6/21,2019,6,21,2,1900091,1900091_2,1900091_2_2,d,1,2000
2019/7/9,2019,7,9,1,1900092,1900092_1,1900092_1_1,d,2,2500
2019/7/9,2019,7,9,1,1900092,1900092_1,1900092_1_2,b,1,750
2019/7/12,2019,7,12,1,1900093,1900093_1,1900093_1_1,a,1,1000
2019/1/22,2019,1,22,1,1900094,1900094_1,1900094_1_1,c,1,1750
2019/12/18,2019,12,18,1,1900095,1900095_1,1900095_1_1,a,1,1200
2019/7/29,2019,7,29,2,1900095,1900095_2,1900095_2_1,c,3,1500
2019/7/14,2019,7,14,1,1900096,1900096_1,1900096_1_1,a,1,1200
2019/3/13,2019,3,13,1,1900097,1900097_1,1900097_1_1,d,2,2500
2019/11/18,2019,11,18,2,1900097,1900097_2,1900097_2_1,b,1,900
2019/9/8,2019,9,8,1,1900098,1900098_1,1900098_1_1,b,1,600
2019/3/30,2019,3,30,2,1900098,1900098_2,1900098_2_1,a,1,1200
2019/3/14,2019,3,14,1,1900099,1900099_1,1900099_1_1,c,1,1800
2019/2/22,2019,2,22,2,1900099,1900099_2,1900099_2_1,b,1,750
2019/7/22,2019,7,22,3,1900099,1900099_3,1900099_3_1,b,2,750
2019/1/29,2019,1,29,4,1900099,1900099_4,1900099_4_1,b,2,600
2019/1/29,2019,1,29,4,1900099,1900099_4,1900099_4_2,d,1,2000
2019/3/4,2019,3,4,5,1900099,1900099_5,1900099_5_1,b,1,800
2019/9/15,2019,9,15,1,1900100,1900100_1,1900100_1_1,d,2,2750
2019/8/12,2019,8,12,2,1900100,1900100_2,1900100_2_1,a,1,1200
2019/5/11,2019,5,11,3,1900100,1900100_3,1900100_3_1,b,1,750
2019/1/21,2019,1,21,4,1900100,1900100_4,1900100_4_1,a,1,1000
2019/5/21,2019,5,21,5,1900100,1900100_5,1900100_5_1,b,1,750
2019/5/21,2019,5,21,5,1900100,1900100_5,1900100_5_2,c,1,1750
2019/5/18,2019,5,18,6,1900100,1900100_6,1900100_6_1,b,1,600
2019/5/18,2019,5,18,6,1900100,1900100_6,1900100_6_2,a,3,1200
2019/10/3,2019,10,3,7,1900100,1900100_7,1900100_7_1,a,2,1000
2019/12/25,2019,12,25,8,1900100,1900100_8,1900100_8_1,c,1,1750
2019/12/25,2019,12,25,8,1900100,1900100_8,1900100_8_2,a,1,1600
2019/4/22,2019,4,22,1,1900101,1900101_1,1900101_1_1,b,2,600
2019/2/24,2019,2,24,2,1900101,1900101_2,1900101_2_1,b,1,750
2019/4/19,2019,4,19,1,1900102,1900102_1,1900102_1_1,c,1,1750
2019/4/19,2019,4,19,1,1900102,1900102_1,1900102_1_2,b,1,750
2019/12/12,2019,12,12,1,1900103,1900103_1,1900103_1_1,c,2,1900
2019/12/12,2019,12,12,1,1900103,1900103_1,1900103_1_2,a,1,1000
2019/12/14,2019,12,14,2,1900103,1900103_2,1900103_2_1,c,1,1900
2019/12/14,2019,12,14,2,1900103,1900103_2,1900103_2_2,a,1,1000
2019/2/24,2019,2,24,1,1900104,1900104_1,1900104_1_1,b,2,750
2019/2/24,2019,2,24,1,1900104,1900104_1,1900104_1_2,c,3,1900
2019/2/15,2019,2,15,1,1900105,1900105_1,1900105_1_1,a,1,1000
2019/2/15,2019,2,15,1,1900105,1900105_1,1900105_1_2,b,1,600
2019/1/24,2019,1,24,1,1900106,1900106_1,1900106_1_1,b,1,600
2019/4/19,2019,4,19,1,1900107,1900107_1,1900107_1_1,a,3,1000
2019/4/19,2019,4,19,1,1900107,1900107_1,1900107_1_2,b,1,750
2019/9/22,2019,9,22,1,1900108,1900108_1,1900108_1_1,b,1,600
2019/2/15,2019,2,15,1,1900109,1900109_1,1900109_1_1,b,2,600
2019/2/15,2019,2,15,1,1900109,1900109_1,1900109_1_2,c,1,1800
2019/1/15,2019,1,15,1,1900110,1900110_1,1900110_1_1,c,2,1750
2019/1/15,2019,1,15,1,1900110,1900110_1,1900110_1_2,d,1,2500
2019/2/12,2019,2,12,1,1900111,1900111_1,1900111_1_1,b,1,900
2019/12/25,2019,12,25,2,1900111,1900111_2,1900111_2_1,c,2,1750
2019/12/25,2019,12,25,2,1900111,1900111_2,1900111_2_2,a,1,1000
2019/7/16,2019,7,16,1,1900112,1900112_1,1900112_1_1,b,1,600
2019/7/8,2019,7,8,2,1900112,1900112_2,1900112_2_1,c,2,1500
2019/3/27,2019,3,27,3,1900112,1900112_3,1900112_3_1,a,2,1000
2019/3/27,2019,3,27,3,1900112,1900112_3,1900112_3_2,c,1,1750
2019/5/21,2019,5,21,1,1900113,1900113_1,1900113_1_1,b,2,750
2019/4/21,2019,4,21,2,1900113,1900113_2,1900113_2_1,a,1,1200
2019/3/12,2019,3,12,3,1900113,1900113_3,1900113_3_1,a,2,1000
2019/3/12,2019,3,12,3,1900113,1900113_3,1900113_3_2,b,1,750
2019/10/25,2019,10,25,4,1900113,1900113_4,1900113_4_1,a,1,1200
2019/10/25,2019,10,25,4,1900113,1900113_4,1900113_4_2,d,2,2500
2019/5/26,2019,5,26,5,1900113,1900113_5,1900113_5_1,d,1,2000
2019/6/12,2019,6,12,1,1900114,1900114_1,1900114_1_1,b,1,600
2019/5/22,2019,5,22,1,1900115,1900115_1,1900115_1_1,b,1,600
2019/3/12,2019,3,12,2,1900115,1900115_2,1900115_2_1,b,3,900
2019/3/12,2019,3,12,2,1900115,1900115_2,1900115_2_2,d,1,2500
2019/4/20,2019,4,20,3,1900115,1900115_3,1900115_3_1,a,1,1600
2019/3/13,2019,3,13,4,1900115,1900115_4,1900115_4_1,b,2,900
2019/8/21,2019,8,21,5,1900115,1900115_5,1900115_5_1,d,1,3000
2019/12/13,2019,12,13,1,1900116,1900116_1,1900116_1_1,a,1,1000
2019/12/13,2019,12,13,1,1900116,1900116_1,1900116_1_2,c,1,1800
2019/3/6,2019,3,6,1,1900117,1900117_1,1900117_1_1,a,1,1200
2019/6/13,2019,6,13,1,1900118,1900118_1,1900118_1_1,a,2,1000
2019/6/13,2019,6,13,1,1900118,1900118_1,1900118_1_2,d,2,2500
2019/1/10,2019,1,10,2,1900118,1900118_2,1900118_2_1,a,1,1000
2019/1/10,2019,1,10,2,1900118,1900118_2,1900118_2_2,d,2,2750
2019/6/14,2019,6,14,1,1900119,1900119_1,1900119_1_1,a,2,1000
2019/6/14,2019,6,14,1,1900119,1900119_1,1900119_1_2,c,1,1500
2019/4/18,2019,4,18,1,1900120,1900120_1,1900120_1_1,d,2,2750
2019/6/10,2019,6,10,1,1900121,1900121_1,1900121_1_1,d,1,2500
2019/2/8,2019,2,8,1,1900122,1900122_1,1900122_1_1,a,3,1600
2019/2/8,2019,2,8,1,1900122,1900122_1,1900122_1_2,d,1,2000
2019/10/7,2019,10,7,1,1900123,1900123_1,1900123_1_1,c,2,1500
2019/3/2,2019,3,2,1,1900124,1900124_1,1900124_1_1,b,3,750
2019/3/2,2019,3,2,1,1900124,1900124_1,1900124_1_2,c,2,1750
2019/11/20,2019,11,20,2,1900124,1900124_2,1900124_2_1,c,2,1500
2019/3/24,2019,3,24,1,1900125,1900125_1,1900125_1_1,b,2,750
2019/3/24,2019,3,24,1,1900125,1900125_1,1900125_1_2,c,3,1500
2019/1/2,2019,1,2,1,1900126,1900126_1,1900126_1_1,b,1,750
2019/1/2,2019,1,2,1,1900126,1900126_1,1900126_1_2,d,1,2000
2019/9/18,2019,9,18,10,1900126,1900126_10,1900126_10_1,a,1,1000
2019/9/18,2019,9,18,10,1900126,1900126_10,1900126_10_2,d,1,2500
2019/3/27,2019,3,27,11,1900126,1900126_11,1900126_11_1,a,2,1200
2019/11/16,2019,11,16,12,1900126,1900126_12,1900126_12_1,b,3,750
2019/11/16,2019,11,16,12,1900126,1900126_12,1900126_12_2,c,1,1750
2019/5/19,2019,5,19,2,1900126,1900126_2,1900126_2_1,b,1,750
2019/5/19,2019,5,19,2,1900126,1900126_2,1900126_2_2,c,1,1800
2019/9/2,2019,9,2,3,1900126,1900126_3,1900126_3_1,b,2,600
