Date,ID,Frequency,Age,Sex,Sale,Prefecture,Area,Category
2018/5/27,130,1,29,Male,429,Chiba,Kanto,Office Supplies
2018/1/11,131,1,30,Male,2264,Hokkaido,Hokkaido,Office Supplies
2018/5/17,131,2,30,Male,1682,Ibaraki,Kanto,Office Supplies
2018/12/11,132,1,30,Female,3221,Saitama,Kanto,Office Supplies
2018/4/3,133,1,60,Male,2186,Aichi,Tyubu,Office Supplies
2018/4/11,133,2,60,Male,2445,Hokkaido,Hokkaido,Office Supplies
2018/7/12,133,3,60,Male,6983,Kagoshima,Kyusyuu,Furniture
2018/10/20,133,4,60,Male,10724,Aichi,Tyubu,Commodity
2018/11/9,133,5,60,Male,15170,Akita,Touhoku,Commodity
2018/11/16,133,6,60,Male,5215,Yamanashi,Tyubu,Furniture
2018/12/18,133,7,60,Male,1591,Mie,Kansai,Office Supplies
2018/2/27,134,1,58,Male,839,Niigata,Tyubu,Office Supplies
2018/3/4,134,2,58,Male,509,Saitama,Kanto,Office Supplies
2018/7/21,134,3,58,Male,38411,Osaka,Kansai,Furniture
2018/9/4,134,4,58,Male,1928,Hyogo,Kansai,Office Supplies
2018/6/6,135,1,40,Female,4557,Hokkaido,Hokkaido,Office Supplies
2018/2/13,136,1,40,Male,4420,Aichi,Tyubu,Office Supplies
2018/6/19,137,1,40,Male,11723,Chiba,Kanto,Office Supplies
2018/9/23,138,1,40,Female,40335,Nagasaki,Kyusyuu,Furniture
2018/3/15,139,1,34,Male,16766,Aichi,Tyubu,Commodity
2018/4/17,140,1,59,Female,15267,Tokyo,Kanto,Furniture
2018/8/8,140,2,59,Female,2974,Osaka,Kansai,Office Supplies
2018/10/10,141,1,27,Male,131,Osaka,Kansai,Office Supplies
2018/10/5,142,1,57,Male,2522,Nagasaki,Kyusyuu,Office Supplies
2018/10/5,142,2,57,Male,15156,Hokkaido,Hokkaido,Commodity
2018/10/8,142,3,57,Male,376,Yamaguchi,Tyugoku,Office Supplies
2018/10/10,142,4,57,Male,42992,Chiba,Kanto,Commodity
2018/11/21,142,5,57,Male,67235,Hiroshima,Tyugoku,Furniture
2018/12/10,142,6,57,Male,2653,Yamaguchi,Tyugoku,Office Supplies
2018/9/13,143,1,51,Male,3110,Aichi,Tyubu,Commodity
2018/11/18,144,1,51,Male,3707,Hyogo,Kansai,Furniture
2018/10/16,145,1,51,Male,6410,Hokkaido,Hokkaido,Furniture
2018/7/26,146,1,34,Male,8930,Hiroshima,Tyugoku,Commodity
2018/5/3,147,1,34,Male,16194,Hukuoka,Kyusyuu,Commodity
2018/3/15,148,1,33,Male,76451,Shizuoka,Tyubu,Furniture
2018/8/1,148,2,33,Male,1970,Kagoshima,Kyusyuu,Commodity
2018/7/6,149,1,59,Male,12418,Oita,Kyusyuu,Commodity
2018/6/4,150,1,57,Male,2323,Tokyo,Kanto,Office Supplies
2018/8/7,151,1,25,Female,40110,Aichi,Tyubu,Furniture
2018/8/12,152,1,59,Male,12817,Tochigi,Kanto,Commodity
2018/8/12,153,1,59,Male,32412,Kagoshima,Kyusyuu,Commodity
2018/3/5,154,1,40,Female,7597,Kyoto,Kansai,Furniture
2018/9/14,155,1,52,Female,1730,Miyagi,Kyusyuu,Office Supplies
2018/9/17,156,1,42,Female,19007,Kanagawa,Kanto,Furniture
2018/3/11,157,1,57,Female,3426,Hyogo,Kansai,Furniture
2018/1/6,158,1,47,Male,30589,Hukuoka,Kyusyuu,Commodity
2018/6/20,159,1,42,Female,13570,Ibaraki,Kanto,Commodity
2018/1/8,160,1,40,Male,27604,Tochigi,Kanto,Furniture
2018/3/10,160,2,40,Male,38308,Toyama,Tyubu,Commodity
2018/4/15,160,3,40,Male,9801,Mie,Kansai,Furniture
2018/7/17,160,4,40,Male,2417,Hokkaido,Hokkaido,Office Supplies
2018/8/2,160,5,40,Male,13254,Kagoshima,Kyusyuu,Furniture
2018/8/7,160,6,40,Male,24263,Tokyo,Kanto,Furniture
2018/10/12,160,7,40,Male,2292,Miyagi,Touhoku,Commodity
2018/11/30,160,8,40,Male,55,Okayama,Tyugoku,Office Supplies
2018/3/10,161,1,57,Male,6100,Kochi,Shikoku,Office Supplies
2018/3/11,162,1,57,Male,19083,Hukuoka,Kyusyuu,Commodity
2018/1/5,163,1,59,Male,1108,Shimane,Tyugoku,Office Supplies
2018/8/4,163,2,59,Male,5969,Shizuoka,Tyubu,Office Supplies
2018/8/4,164,1,59,Male,33634,Nagasaki,Kyusyuu,Commodity
2018/1/26,165,1,66,Male,1530,Osaka,Kansai,Office Supplies
2018/3/3,165,2,66,Male,829,Hyogo,Kansai,Office Supplies
2018/9/11,165,3,66,Male,4461,Hukui,Tyubu,Commodity
2018/4/20,166,1,21,Male,1124,Saitama,Kanto,Office Supplies
2018/7/31,167,1,21,Male,667,Aichi,Tyubu,Office Supplies
2018/1/24,168,1,21,Male,1239,Chiba,Kanto,Office Supplies
2018/10/18,169,1,21,Male,31724,Saitama,Kanto,Furniture
2018/3/30,170,1,21,Male,11576,Hukuoka,Kyusyuu,Office Supplies
2018/9/30,171,1,67,Female,1242,Hokkaido,Hokkaido,Office Supplies
2018/3/24,172,1,67,Male,1833,Miyagi,Touhoku,Office Supplies
2018/4/27,172,2,67,Male,3075,Hukuoka,Kyusyuu,Office Supplies
2018/5/31,172,3,67,Male,5592,Yamagata,Touhoku,Furniture
2018/7/21,172,4,67,Male,13821,Toyama,Tyubu,Office Supplies
2018/7/23,172,5,67,Male,31328,Gunma,Kanto,Commodity
2018/10/26,172,6,67,Male,18115,Gunma,Kanto,Furniture
2018/11/25,172,7,67,Male,7168,Nagono,Tyubu,Furniture
2018/6/12,173,1,54,Male,276,Kagoshima,Kyusyuu,Office Supplies
2018/7/16,173,2,54,Male,651,Chiba,Kanto,Commodity
2018/5/17,174,1,46,Female,14920,Saitama,Kanto,Furniture
2018/8/6,175,1,46,Male,3298,Saitama,Kanto,Office Supplies
2018/5/21,176,1,46,Male,2950,Shiga,Kansai,Office Supplies
2018/6/29,177,1,66,Female,252,Ibaraki,Kanto,Office Supplies
2018/11/5,178,1,25,Female,698,Saitama,Kanto,Office Supplies
2018/3/15,179,1,24,Male,2096,Aichi,Tyubu,Office Supplies
2018/2/24,180,1,24,Male,24190,Saitama,Kanto,Furniture
2018/4/9,181,1,26,Male,14914,Niigata,Tyubu,Commodity
2018/8/14,181,2,26,Male,12428,Miyagi,Touhoku,Commodity
2018/10/2,181,3,26,Male,51948,Ishikawa,Tyubu,Furniture
2018/5/2,182,1,26,Male,10730,Chiba,Kanto,Furniture
2018/6/27,183,1,24,Male,556,Gihu,Tyubu,Office Supplies
2018/2/26,184,1,24,Male,54413,Niigata,Tyubu,Furniture
2018/3/15,184,2,24,Male,19451,Gunma,Kanto,Furniture
2018/2/26,185,1,24,Male,12476,Iwate,Touhoku,Commodity
2018/12/13,186,1,60,Female,27350,Tokyo,Kanto,Commodity
2018/3/15,187,1,60,Female,21078,Yamagata,Touhoku,Furniture
2018/7/19,188,1,60,Female,13807,Tokyo,Kanto,Furniture
2018/1/5,189,1,55,Male,1444,Aichi,Tyubu,Office Supplies
2018/1/21,189,2,55,Male,1367,Kagoshima,Kyusyuu,Office Supplies
2018/5/13,189,3,55,Male,19703,Yamaguchi,Tyugoku,Commodity
2018/6/22,189,4,55,Female,3255,Shizuoka,Tyubu,Office Supplies
2018/4/30,190,1,42,Male,35305,Saga,Kyusyuu,Furniture
2018/2/24,191,1,42,Male,18335,Shizuoka,Tyubu,Furniture
2018/5/21,192,1,42,Female,1834,Osaka,Kansai,Furniture
2018/9/17,192,2,42,Female,1842,Nagono,Tyubu,Office Supplies
2018/2/24,193,1,42,Male,14928,Saitama,Kanto,Furniture
2018/3/18,193,2,42,Male,1521,Osaka,Kansai,Office Supplies
2018/4/30,193,3,42,Male,1927,Yamanashi,Tyubu,Office Supplies
2018/5/21,193,4,42,Male,4928,Hiroshima,Tyugoku,Furniture
2018/5/24,193,5,42,Male,10444,Ibaraki,Kanto,Furniture
2018/7/9,193,6,42,Male,1163,Chiba,Kanto,Office Supplies
2018/7/15,193,7,42,Male,4631,Mie,Kansai,Office Supplies
2018/10/18,193,8,42,Male,4360,Miyagi,Touhoku,Furniture
2018/2/2,194,1,42,Male,13241,Saitama,Kanto,Commodity
2018/4/22,194,2,42,Male,3243,Yamanashi,Tyubu,Office Supplies
2018/6/20,195,1,37,Male,1846,Osaka,Kansai,Office Supplies
2018/4/27,196,1,67,Male,1928,Nagasaki,Kyusyuu,Office Supplies
2018/2/21,197,1,37,Male,389,Yamaguchi,Tyugoku,Office Supplies
2018/6/15,198,1,37,Male,3116,Aomori,Touhoku,Commodity
2018/5/21,199,1,49,Male,605,Nagono,Tyubu,Office Supplies
2018/2/14,200,1,29,Male,15364,Shizuoka,Tyubu,Office Supplies
2018/2/24,201,1,29,Male,10899,Gihu,Tyubu,Commodity
2018/4/10,202,1,65,Female,4286,Shizuoka,Tyubu,Commodity
2018/3/26,203,1,37,Male,4910,Chiba,Kanto,Office Supplies
2018/4/10,203,2,37,Male,13403,Ehime,Shikoku,Commodity
2018/4/12,203,3,37,Male,3015,Hukushima,Touhoku,Office Supplies
2018/5/17,203,4,37,Male,2704,Miyagi,Kyusyuu,Office Supplies
2018/7/13,203,5,37,Male,4211,Nagono,Tyubu,Furniture
2018/8/4,203,6,37,Male,5557,Shizuoka,Tyubu,Office Supplies
2018/11/26,203,7,37,Male,13003,Hukui,Tyubu,Commodity
2018/12/2,203,8,37,Male,1831,Kyoto,Kansai,Office Supplies
2018/6/1,204,1,26,Female,1869,Osaka,Kansai,Office Supplies
2018/7/15,204,2,26,Female,976,Ibaraki,Kanto,Office Supplies
2018/3/15,205,1,56,Female,542,Saitama,Kanto,Office Supplies
2018/3/19,205,2,26,Female,2227,Okayama,Tyugoku,Office Supplies
2018/5/23,205,3,26,Female,23456,Hukui,Tyubu,Furniture
2018/5/31,205,4,26,Female,218,Iwate,Touhoku,Office Supplies
2018/6/7,205,5,26,Female,37861,Hokkaido,Hokkaido,Furniture
2018/6/22,205,6,26,Female,15794,Shizuoka,Tyubu,Office Supplies
2018/7/4,205,7,26,Female,89369,Aichi,Tyubu,Commodity
2018/7/15,205,8,26,Female,34376,Hukuoka,Kyusyuu,Commodity
2018/8/21,205,9,26,Female,2292,Mie,Kansai,Commodity
2018/8/22,205,10,26,Female,28822,Shiga,Kansai,Office Supplies
2018/9/11,205,11,26,Female,13585,Tokyo,Kanto,Furniture
2018/9/30,205,12,56,Female,1990,Hukuoka,Kyusyuu,Office Supplies
2018/10/7,205,13,26,Female,15983,Tokyo,Kanto,Commodity
2018/11/15,205,14,26,Female,-105,Kagoshima,Kyusyuu,Office Supplies
2018/4/7,206,1,25,Male,958,Saitama,Kanto,Office Supplies
2018/4/19,207,1,45,Male,1774,Chiba,Kanto,Office Supplies
2018/6/23,208,1,34,Male,18812,Yamaguchi,Tyugoku,Commodity
2018/2/19,209,1,39,Male,3363,Niigata,Tyubu,Commodity
2018/4/4,209,2,39,Male,1690,Aomori,Touhoku,Office Supplies
2018/5/13,209,3,39,Male,6259,Chiba,Kanto,Furniture
2018/5/26,209,4,39,Male,11350,Hokkaido,Hokkaido,Commodity
2018/6/22,209,5,39,Male,108553,Shizuoka,Tyubu,Furniture
2018/8/5,209,6,39,Male,15123,Hyogo,Kansai,Furniture
2018/10/20,209,7,39,Male,30514,Hiroshima,Tyugoku,Commodity
2018/11/1,209,8,39,Male,-537,Hokkaido,Hokkaido,Office Supplies
2018/5/26,210,1,55,Male,18608,Aichi,Tyubu,Furniture
2018/6/11,210,2,55,Male,16176,Gihu,Tyubu,Furniture
2018/5/13,211,1,49,Female,17245,Osaka,Kansai,Office Supplies
2018/9/20,212,1,50,Male,12929,Oita,Kyusyuu,Office Supplies
2018/5/9,213,1,50,Male,7656,Yamaguchi,Tyugoku,Commodity
2018/11/19,214,1,50,Male,17952,Mie,Kansai,Furniture
2018/4/6,215,1,55,Male,4463,Niigata,Tyubu,Commodity
2018/6/13,216,1,55,Male,800,Yamaguchi,Tyugoku,Office Supplies
2018/10/17,217,1,55,Male,2213,Shiga,Kansai,Office Supplies
2018/1/30,218,1,34,Male,15991,Ishikawa,Tyubu,Commodity
2018/10/9,219,1,34,Male,6932,Saitama,Kanto,Furniture
2018/6/7,220,1,59,Male,2168,Hiroshima,Tyugoku,Office Supplies
2018/12/9,221,1,59,Male,36461,Ishikawa,Tyubu,Commodity
2018/3/26,222,1,59,Male,28608,Chiba,Kanto,Commodity
2018/5/12,223,1,59,Male,18221,Ibaraki,Kanto,Commodity
2018/6/18,224,1,33,Male,4050,Hokkaido,Hokkaido,Furniture
2018/8/14,225,1,33,Male,4035,Wakayama,Kansai,Office Supplies
2018/8/8,226,1,33,Male,9437,Hokkaido,Hokkaido,Commodity
2018/9/27,227,1,66,Female,19167,Hokkaido,Hokkaido,Furniture
2018/8/23,228,1,37,Male,657,Hokkaido,Hokkaido,Office Supplies
2018/3/1,229,1,37,Male,24598,Hiroshima,Tyugoku,Commodity
2018/9/2,230,1,37,Male,4528,Chiba,Kanto,Office Supplies
2018/10/1,231,1,61,Female,7489,Chiba,Kanto,Office Supplies
2018/12/27,231,2,61,Female,2229,Nagono,Tyubu,Office Supplies
2018/2/7,232,1,43,Male,5015,Kumamoto,Kyusyuu,Office Supplies
2018/2/18,232,2,43,Male,23822,Chiba,Kanto,Commodity
2018/3/17,232,3,43,Male,5542,Aomori,Touhoku,Furniture
2018/5/17,232,4,43,Male,386,Iwate,Touhoku,Office Supplies
2018/5/19,232,5,43,Male,7140,Aichi,Tyubu,Office Supplies
2018/7/18,232,6,43,Male,4908,Gihu,Tyubu,Furniture
2018/7/27,232,7,43,Male,1619,Nara,Kansai,Office Supplies
2018/10/3,232,8,43,Male,949,Nagasaki,Kyusyuu,Office Supplies
2018/5/19,233,1,43,Female,16714,Yamaguchi,Tyugoku,Furniture
2018/4/25,234,1,59,Female,6727,Osaka,Kansai,Commodity
2018/7/4,235,1,32,Male,3057,Shiga,Kansai,Office Supplies
2018/10/29,236,1,59,Male,100,Hukuoka,Kyusyuu,Office Supplies
2018/3/10,237,1,59,Male,1967,Hiroshima,Tyugoku,Office Supplies
2018/11/19,238,1,30,Female,8511,Hukushima,Touhoku,Office Supplies
2018/7/19,239,1,59,Male,61960,Tokyo,Kanto,Furniture
